lat,lon,suburb,published_suburb
-34.5874,-58.4774,Parque Chas,Parque Chas
-34.5598,-58.4622,Belgrano,Belgrano
-34.5844,-58.4389,Palermo,Palermo
-34.6039,-58.4364,Villa Crespo,Villa Crespo
-34.5933,-58.4068,Recoleta,Recoleta
-34.6119,-58.4149,Almagro,Almagro
-34.6165,-58.3671,San Telmo,San Telmo
-34.6032,-58.4328,Almagro,Almagro
-34.5448,-58.4598,Núñez,Núñez
-34.5732,-58.4801,Villa Urquiza,Villa Urquiza
-34.5855,-58.4227,Palermo,Palermo
-34.5877,-58.4067,Recoleta,Recoleta
-34.5749,-58.441,Palermo,Palermo
-34.8933,-58.0255,Manuel B. Gonnet,Manuel B. Gonnet
-34.641,-58.4479,Flores,Flores
-34.6321,-58.4595,Flores,Flores
-34.5808,-58.4137,Palermo,Palermo
-34.6032,-58.4328,Almagro,Almagro
-34.6159,-58.4406,Caballito,Caballito
-34.6141,-58.4048,Balvanera,Balvanera
-34.5832,-58.4416,Palermo,Palermo
-34.6132,-58.4409,Caballito,Caballito
-34.9159,-57.9381,La Plata,La Plata
-34.6269,-58.3732,Barracas,Barracas
-34.5895,-58.4287,Palermo,Palermo
-34.5831,-58.4587,Chacarita,Chacarita
-34.645,-58.514,Liniers,Liniers
-34.5797,-58.4296,Palermo,Palermo
-34.6289,-58.453,Flores,Flores
-34.6012,-58.4393,Villa Crespo,Villa Crespo
-34.6037,-58.4363,Villa Crespo,Villa Crespo
-34.5644,-58.4417,Palermo,Palermo
-34.6022,-58.4224,Almagro,Almagro
-34.5972,-58.3935,Recoleta,Recoleta
-34.6428,-58.4189,Nueva Pompeya,Nueva Pompeya
-34.591,-58.5021,Villa Pueyrredón,Villa Pueyrredón
-34.6309,-58.5109,Villa Luro,Villa Luro
-34.9239,-57.9696,La Plata,La Plata
-34.6031,-58.4378,Villa Crespo,Villa Crespo
-34.6402,-58.478,Parque Avellaneda,Parque Avellaneda
-34.5898,-58.4267,Palermo,Palermo
-34.6367,-58.4718,Floresta,Floresta
-34.6177,-58.4215,Almagro,Almagro
-34.8997,-57.9809,Tolosa,Tolosa
-34.6012,-58.4482,Villa Crespo,Villa Crespo
-34.5584,-58.4516,Belgrano,Belgrano
-34.5796,-58.4722,Villa Ortúzar,Villa Ortúzar
-34.603,-58.4333,Caballito,Caballito
-34.559,-58.4458,Belgrano,Belgrano
-34.6133,-58.361,Puerto Madero,Puerto Madero
-34.5776,-58.4723,Villa Ortúzar,Villa Ortúzar
-34.6004,-58.4299,Almagro,Almagro
-34.6002,-58.4256,Almagro,Almagro
-34.611,-58.3636,Puerto Madero,Puerto Madero
-34.612,-58.3612,Puerto Madero,Puerto Madero
-34.6148,-58.3685,Monserrat,Monserrat
-34.6391,-58.5225,Liniers,Liniers
-34.5851,-58.4688,Villa Ortúzar,Villa Ortúzar
-34.6425,-58.414,Nueva Pompeya,Nueva Pompeya
-34.5975,-58.4198,Palermo,Palermo
-34.5733,-58.4468,Colegiales,Colegiales
-34.612,-58.4443,Caballito,Caballito
-34.5938,-58.428,Palermo,Palermo
-34.6206,-58.3684,San Telmo,San Telmo
-34.5742,-58.4933,Villa Urquiza,Villa Urquiza
-34.5977,-58.4147,Recoleta,Recoleta
-34.5547,-58.4674,Núñez,Núñez
-34.5839,-58.4625,Villa Ortúzar,Villa Ortúzar
-34.5906,-58.3945,Recoleta,Recoleta
-34.5986,-58.4393,Villa Crespo,Villa Crespo
-34.6305,-58.3857,Constitución,Constitución
-34.5619,-58.4669,Belgrano,Belgrano
-34.5606,-58.4582,Belgrano,Belgrano
-34.5973,-58.4455,Villa Crespo,Villa Crespo
-34.6137,-58.4067,Balvanera,Balvanera
-34.5752,-58.4481,Colegiales,Colegiales
-34.598,-58.3756,Retiro,Retiro
-34.6046,-58.4423,Villa Crespo,Villa Crespo
-34.6131,-58.4329,Caballito,Caballito
-34.5696,-58.4361,Palermo,Palermo
-34.6601,-58.5031,Mataderos,Mataderos
-34.5968,-58.3838,Retiro,Retiro
-34.5601,-58.4626,Belgrano,Belgrano
-34.5634,-58.4541,Belgrano,Belgrano
-34.6151,-58.4494,Caballito,Caballito
-34.6172,-58.373,San Telmo,San Telmo
-34.59,-58.436,Palermo,Palermo
-34.5564,-58.4545,Belgrano,Belgrano
-34.8972,-58.0264,Manuel B. Gonnet,Manuel B. Gonnet
-34.6125,-58.4535,Caballito,Caballito
-34.5649,-58.4376,Palermo,Palermo
-34.6336,-58.4571,Flores,Flores
-34.6159,-58.4406,Caballito,Caballito
-34.5787,-58.4639,Villa Ortúzar,Villa Ortúzar
-34.5989,-58.4169,Almagro,Almagro
-34.5897,-58.406,Recoleta,Recoleta
-34.5737,-58.4406,Palermo,Palermo
-34.6472,-58.4955,Mataderos,Mataderos
-34.9391,-57.9434,La Plata,La Plata
-34.6095,-58.3851,Monserrat,Monserrat
-34.6429,-58.4937,Villa Luro,Villa Luro
-34.6114,-58.421,Almagro,Almagro
-34.6229,-58.4395,Caballito,Caballito
-34.564,-58.4762,Coghlan,Coghlan
-34.5975,-58.4871,Villa del Parque,Villa del Parque
-34.6071,-58.4462,Villa Crespo,Villa Crespo
-34.5891,-58.4375,Palermo,Palermo
-34.5712,-58.4467,Colegiales,Colegiales
-34.5728,-58.4423,Colegiales,Colegiales
-34.5891,-58.4226,Palermo,Palermo
-34.5774,-58.4295,Palermo,Palermo
-34.6033,-58.4141,Almagro,Almagro
-34.5985,-58.4152,Almagro,Almagro
-34.6097,-58.4369,Caballito,Caballito
-34.574,-58.5007,Villa Urquiza,Villa Urquiza
-34.648,-58.5006,Mataderos,Mataderos
-34.6053,-58.4277,Almagro,Almagro
-34.6206,-58.3963,San Cristóbal,San Cristóbal
-34.5807,-58.3981,Palermo,Palermo
-34.5714,-58.4846,Villa Urquiza,Villa Urquiza
-34.6239,-58.3786,Constitución,Constitución
-34.6101,-58.3946,Balvanera,Balvanera
-34.6162,-58.5196,Villa Devoto,Villa Devoto
-34.6129,-58.3891,Monserrat,Monserrat
-34.5548,-58.4792,Saavedra,Saavedra
-34.5896,-58.4063,Recoleta,Recoleta
-34.5976,-58.378,Retiro,Retiro
-34.5692,-58.4569,Colegiales,Colegiales
-34.613,-58.361,Puerto Madero,Puerto Madero
-34.595,-58.4135,Recoleta,Recoleta
-34.5832,-58.4416,Palermo,Palermo
-34.6033,-58.4556,Villa Crespo,Villa Crespo
-34.6426,-58.5017,Villa Luro,Villa Luro
-34.6173,-58.3964,Balvanera,Balvanera
-34.5585,-58.4626,Belgrano,Belgrano
-34.6102,-58.4235,Almagro,Almagro
-34.6207,-58.3772,San Telmo,San Telmo
-34.589,-58.4158,Palermo,Palermo
-34.5885,-58.407,Recoleta,Recoleta
-34.6123,-58.4371,Caballito,Caballito
-34.6283,-58.4544,Flores,Flores
-34.6225,-58.4484,Caballito,Caballito
-34.5884,-58.4068,Recoleta,Recoleta
-34.6093,-58.3933,Balvanera,Balvanera
-34.684,-58.4757,Villa Riachuelo,Villa Riachuelo
-34.5825,-58.4202,Palermo,Palermo
-34.581,-58.4909,Villa Urquiza,Villa Urquiza
-34.5949,-58.4232,Palermo,Palermo
-34.5968,-58.4004,Recoleta,Recoleta
-34.603,-58.4333,Caballito,Caballito
-34.6101,-58.3946,Balvanera,Balvanera
-34.6312,-58.3752,Barracas,Barracas
-34.6268,-58.4573,Flores,Flores
-34.5992,-58.4236,Almagro,Almagro
-34.5902,-58.4346,Palermo,Palermo
-34.6232,-58.408,San Cristóbal,San Cristóbal
-34.6099,-58.4251,Almagro,Almagro
-34.5801,-58.4963,Villa Pueyrredón,Villa Pueyrredón
-34.9157,-57.9398,La Plata,La Plata
-34.5675,-58.4822,Villa Urquiza,Villa Urquiza
-34.5903,-58.4236,Palermo,Palermo
-34.5455,-58.4785,Saavedra,Saavedra
-34.6316,-58.4554,Flores,Flores
-34.5898,-58.4207,Palermo,Palermo
-34.5984,-58.4153,Almagro,Almagro
-34.6043,-58.4029,Balvanera,Balvanera
-34.6308,-58.4177,Boedo,Boedo
-34.6042,-58.3633,Puerto Madero,Puerto Madero
-34.6463,-58.5202,Liniers,Liniers
-34.6461,-58.4987,Mataderos,Mataderos
-34.604,-58.4879,Villa del Parque,Villa del Parque
-34.6164,-58.4142,Almagro,Almagro
-34.6249,-58.4396,Caballito,Caballito
-34.5968,-58.4193,Palermo,Palermo
-34.608,-58.515,Villa Devoto,Villa Devoto
-34.5978,-58.4264,Villa Crespo,Villa Crespo
-34.6207,-58.5058,Monte Castro,Monte Castro
-34.6053,-58.4277,Almagro,Almagro
-34.5935,-58.4421,Villa Crespo,Villa Crespo
-34.5811,-58.4253,Palermo,Palermo
-34.5961,-58.4277,Villa Crespo,Villa Crespo
-34.5992,-58.4026,Balvanera,Balvanera
-34.6034,-58.3865,San Nicolás,San Nicolás
-34.9193,-57.944,La Plata,La Plata
-34.571,-58.4322,Palermo,Palermo
-34.623,-58.5156,Monte Castro,Monte Castro
-34.9253,-57.9613,La Plata,La Plata
-34.5895,-58.4158,Palermo,Palermo
-34.6284,-58.435,Parque Chacabuco,Parque Chacabuco
-34.5599,-58.4664,Belgrano,Belgrano
-34.583,-58.4268,Palermo,Palermo
-34.5975,-58.4198,Palermo,Palermo
-34.5903,-58.3864,Retiro,Retiro
-34.6208,-58.5284,Villa Real,Villa Real
-34.5941,-58.4324,Villa Crespo,Villa Crespo
-34.5949,-58.4232,Palermo,Palermo
-34.6086,-58.4032,Balvanera,Balvanera
-34.6005,-58.4376,Villa Crespo,Villa Crespo
-34.6208,-58.376,San Telmo,San Telmo
-34.5896,-58.4233,Palermo,Palermo
-34.5854,-58.4107,Palermo,Palermo
-34.5948,-58.4273,Palermo,Palermo
-34.5612,-58.4603,Belgrano,Belgrano
-34.5901,-58.4048,Recoleta,Recoleta
-34.6513,-58.5243,Liniers,Liniers
-34.5692,-58.4578,Belgrano,Belgrano
-34.6213,-58.4205,Boedo,Boedo
-34.5647,-58.4586,Belgrano,Belgrano
-34.5924,-58.5064,Villa Devoto,Villa Devoto
-34.6201,-58.5041,Monte Castro,Monte Castro
-34.583,-58.4073,Palermo,Palermo
-34.6262,-58.4391,Caballito,Caballito
-34.6111,-58.4141,Balvanera,Balvanera
-34.635,-58.3906,Parque Patricios,Parque Patricios
-34.5819,-58.4144,Palermo,Palermo
-34.5544,-58.4581,Belgrano,Belgrano
-34.5654,-58.4904,Villa Urquiza,Villa Urquiza
-34.5564,-58.4657,Núñez,Núñez
-34.6229,-58.4395,Caballito,Caballito
-34.6061,-58.4097,Balvanera,Balvanera
-34.6428,-58.4384,Parque Chacabuco,Parque Chacabuco
-34.6046,-58.4544,Villa Crespo,Villa Crespo
-34.5828,-58.4441,Palermo,Palermo
-34.6457,-58.511,Liniers,Liniers
-34.655,-58.5097,Mataderos,Mataderos
-34.5801,-58.4127,Palermo,Palermo
-34.6205,-58.4404,Caballito,Caballito
-34.59,-58.4238,Palermo,Palermo
-34.5873,-58.4026,Recoleta,Recoleta
-34.5723,-58.4468,Colegiales,Colegiales
-34.5976,-58.4161,Palermo,Palermo
-34.5884,-58.4079,Recoleta,Recoleta
-34.6455,-58.5052,Liniers,Liniers
-34.5986,-58.439,Villa Crespo,Villa Crespo
-34.5793,-58.4336,Palermo,Palermo
-34.5925,-58.408,Recoleta,Recoleta
-34.5973,-58.4455,Villa Crespo,Villa Crespo
-34.5922,-58.4469,Chacarita,Chacarita
-34.5801,-58.4132,Palermo,Palermo
-34.5968,-58.4158,Palermo,Palermo
-34.5922,-58.3963,Recoleta,Recoleta
-34.5759,-58.4698,Villa Ortúzar,Villa Ortúzar
-34.5943,-58.439,Villa Crespo,Villa Crespo
-34.9441,-57.9489,La Plata,La Plata
-34.6359,-58.4687,Flores,Flores
-34.6338,-58.3742,Barracas,Barracas
-34.5749,-58.4762,Villa Urquiza,Villa Urquiza
-34.5699,-58.4882,Villa Urquiza,Villa Urquiza
-34.572,-58.4459,Colegiales,Colegiales
-34.615,-58.4143,Almagro,Almagro
-34.5562,-58.4542,Belgrano,Belgrano
-34.6025,-58.4368,Villa Crespo,Villa Crespo
-34.6534,-58.4161,Nueva Pompeya,Nueva Pompeya
-34.61,-58.4483,Caballito,Caballito
-34.6231,-58.3936,San Cristóbal,San Cristóbal
-34.6369,-58.4785,Floresta,Floresta
-34.6072,-58.4061,Balvanera,Balvanera
-34.6186,-58.5254,Villa Real,Villa Real
-34.6125,-58.3914,Monserrat,Monserrat
-34.5839,-58.4625,Villa Ortúzar,Villa Ortúzar
-34.5442,-58.4623,Núñez,Núñez
-34.641,-58.4479,Flores,Flores
-34.5864,-58.45,Chacarita,Chacarita
-34.6177,-58.4215,Almagro,Almagro
-34.6428,-58.4384,Parque Chacabuco,Parque Chacabuco
-34.588,-58.4201,Palermo,Palermo
-34.914,-57.9632,La Plata,La Plata
-34.5783,-58.4413,Colegiales,Colegiales
-34.5539,-58.4869,Saavedra,Saavedra
-34.628,-58.4693,Flores,Flores
-34.6078,-58.4449,Caballito,Caballito
-34.6229,-58.4395,Caballito,Caballito
-34.9241,-57.9124,Villa Elvira,Villa Elvira
-34.6054,-58.4492,Villa Crespo,Villa Crespo
-34.6121,-58.4931,Villa del Parque,Villa del Parque
-34.6287,-58.4556,Flores,Flores
-34.6171,-58.4609,Flores,Flores
-34.6416,-58.4668,Flores,Flores
-34.5998,-58.4406,Villa Crespo,Villa Crespo
-34.6243,-58.4394,Caballito,Caballito
-34.6404,-58.5141,Liniers,Liniers
-34.6011,-58.4381,Villa Crespo,Villa Crespo
-34.6227,-58.4626,Flores,Flores
-34.5633,-58.4654,Belgrano,Belgrano
-34.5793,-58.4558,Chacarita,Chacarita
-34.586,-58.4385,Palermo,Palermo
-34.5562,-58.4542,Belgrano,Belgrano
-34.6174,-58.4571,Caballito,Caballito
-34.611,-58.454,Caballito,Caballito
-34.6018,-58.4308,Almagro,Almagro
-34.603,-58.4333,Caballito,Caballito
-34.6223,-58.3865,Constitución,Constitución
-34.6039,-58.4364,Villa Crespo,Villa Crespo
-34.9123,-57.9613,La Plata,La Plata
-34.6034,-58.4322,Almagro,Almagro
-34.6034,-58.4382,Villa Crespo,Villa Crespo
-34.6035,-58.4268,Almagro,Almagro
-34.9346,-57.9667,La Plata,La Plata
-34.5873,-58.4193,Palermo,Palermo
-34.6012,-58.3793,San Nicolás,San Nicolás
-34.6038,-58.418,Almagro,Almagro
-34.5497,-58.4674,Núñez,Núñez
-34.5846,-58.4223,Palermo,Palermo
-34.6455,-58.4943,Parque Avellaneda,Parque Avellaneda
-34.588,-58.4201,Palermo,Palermo
-34.611,-58.4157,Almagro,Almagro
-34.5739,-58.4219,Palermo,Palermo
-34.5676,-58.4866,Villa Urquiza,Villa Urquiza
-34.5929,-58.3903,Recoleta,Recoleta
-34.5891,-58.422,Palermo,Palermo
-34.6012,-58.414,Almagro,Almagro
-34.609,-58.4347,Caballito,Caballito
-34.6189,-58.4936,Floresta,Floresta
-34.604,-58.4133,Almagro,Almagro
-34.6387,-58.5043,Villa Luro,Villa Luro
-34.6044,-58.4518,Villa Crespo,Villa Crespo
-34.5977,-58.3961,Recoleta,Recoleta
-34.5629,-58.4531,Belgrano,Belgrano
-34.6021,-58.4212,Almagro,Almagro
-34.5844,-58.436,Palermo,Palermo
-34.588,-58.3983,Recoleta,Recoleta
-34.5557,-58.4627,Belgrano,Belgrano
-34.5824,-58.4329,Palermo,Palermo
-34.9197,-57.9201,La Plata,La Plata
-32.8703,-68.8777,Ciudad de Mendoza,Ciudad de Mendoza
-34.5793,-58.4544,Colegiales,Colegiales
-34.6028,-58.3971,Balvanera,Balvanera
-34.5888,-58.4488,Chacarita,Chacarita
-34.5757,-58.4226,Palermo,Palermo
-34.5928,-58.4161,Palermo,Palermo
-34.621,-58.4326,Caballito,Caballito
-34.5987,-58.4454,Villa Crespo,Villa Crespo
-34.6027,-58.4641,La Paternal,La Paternal
-34.5651,-58.4675,Belgrano,Belgrano
-34.5957,-58.3957,Recoleta,Recoleta
-34.5995,-58.4016,Balvanera,Balvanera
-34.6265,-58.4352,Caballito,Caballito
-34.612,-58.4241,Almagro,Almagro
-34.5843,-58.4364,Palermo,Palermo
-34.612,-58.4241,Almagro,Almagro
-34.6072,-58.4548,Caballito,Caballito
-34.6112,-58.4418,Caballito,Caballito
-34.5739,-58.4317,Palermo,Palermo
-34.6196,-58.3786,Constitución,Constitución
-34.5688,-58.442,Palermo,Palermo
-34.6007,-58.4298,Almagro,Almagro
-34.9451,-57.9562,La Plata,La Plata
-34.6234,-58.4113,San Cristóbal,San Cristóbal
-34.6052,-58.4869,Villa del Parque,Villa del Parque
-34.6041,-58.4324,Caballito,Caballito
-34.5956,-58.415,Recoleta,Recoleta
-34.558,-58.4612,Belgrano,Belgrano
-34.6123,-58.361,Puerto Madero,Puerto Madero
-32.9336,-60.6553,Alberto Olmedo,Alberto Olmedo
-34.5699,-58.447,Colegiales,Colegiales
-34.6031,-58.3993,Balvanera,Balvanera
-34.5877,-58.3843,Recoleta,Recoleta
-34.5806,-58.4409,Palermo,Palermo
-34.6347,-58.4663,Flores,Flores
-34.6065,-58.4356,Caballito,Caballito
-34.6303,-58.4163,Boedo,Boedo
-34.636,-58.4916,Vélez Sarsfield,Vélez Sarsfield
-34.9363,-57.9561,La Plata,La Plata
-34.6016,-58.4524,Villa Crespo,Villa Crespo
-34.5808,-58.5054,Villa Pueyrredón,Villa Pueyrredón
-34.5647,-58.4608,Belgrano,Belgrano
-34.5588,-58.473,Coghlan,Coghlan
-34.6224,-58.4711,Flores,Flores
-34.5827,-58.4423,Palermo,Palermo
-34.5886,-58.3914,Recoleta,Recoleta
-34.5945,-58.3924,Recoleta,Recoleta
-34.6016,-58.4591,La Paternal,La Paternal
-34.5932,-58.3901,Recoleta,Recoleta
-34.5958,-58.425,Palermo,Palermo
-34.5684,-58.4342,Palermo,Palermo
-34.61,-58.4021,Balvanera,Balvanera
-34.6178,-58.3774,Constitución,Constitución
-34.6078,-58.3908,San Nicolás,San Nicolás
-34.5549,-58.4938,Saavedra,Saavedra
-34.6128,-58.4133,Balvanera,Balvanera
-34.5528,-58.4554,Belgrano,Belgrano
-34.6125,-58.3629,Puerto Madero,Puerto Madero
-34.611,-58.3613,Puerto Madero,Puerto Madero
-34.5645,-58.4395,Palermo,Palermo
-34.6059,-58.3941,Balvanera,Balvanera
-34.6281,-58.4293,Parque Chacabuco,Parque Chacabuco
-34.6229,-58.4114,San Cristóbal,San Cristóbal
-34.6255,-58.3752,San Telmo,San Telmo
-34.5586,-58.4494,Belgrano,Belgrano
-34.9342,-57.9397,La Plata,La Plata
-34.5971,-58.4511,Villa Crespo,Villa Crespo
-34.6314,-58.3682,La Boca,La Boca
-34.5802,-58.4842,Villa Urquiza,Villa Urquiza
-34.5703,-58.4881,Villa Urquiza,Villa Urquiza
-34.6007,-58.5144,Villa Devoto,Villa Devoto
-34.6042,-58.4418,Villa Crespo,Villa Crespo
-34.5776,-58.4238,Palermo,Palermo
-34.5936,-58.436,Villa Crespo,Villa Crespo
-34.5948,-58.4459,Villa Crespo,Villa Crespo
-34.5746,-58.4328,Palermo,Palermo
-34.6032,-58.3636,Puerto Madero,Puerto Madero
-34.5497,-58.4547,Núñez,Núñez
-34.6022,-58.4336,Villa Crespo,Villa Crespo
-34.5785,-58.4401,Colegiales,Colegiales
-34.5953,-58.4281,Palermo,Palermo
-34.5987,-58.4453,Villa Crespo,Villa Crespo
-34.5932,-58.4026,Recoleta,Recoleta
-34.5948,-58.4273,Palermo,Palermo
-34.6031,-58.3993,Balvanera,Balvanera
-34.643,-58.4175,Nueva Pompeya,Nueva Pompeya
-34.588,-58.4201,Palermo,Palermo
-34.597,-58.3858,Retiro,Retiro
-34.6158,-58.4522,Caballito,Caballito
-34.58,-58.413,Palermo,Palermo
-34.6078,-58.44,Caballito,Caballito
-34.6072,-58.43,Almagro,Almagro
-34.5803,-58.4134,Palermo,Palermo
-34.64,-58.5098,Villa Luro,Villa Luro
-34.6006,-58.4072,Balvanera,Balvanera
-34.5857,-58.4215,Palermo,Palermo
-34.6057,-58.4059,Balvanera,Balvanera
-34.5949,-58.5102,Villa Devoto,Villa Devoto
-34.9175,-57.9349,La Plata,La Plata
-34.6059,-58.4936,Villa del Parque,Villa del Parque
-34.6554,-58.5123,Mataderos,Mataderos
-34.6093,-58.5029,Villa Devoto,Villa Devoto
-34.6207,-58.5157,Monte Castro,Monte Castro
-34.9163,-57.9545,La Plata,La Plata
-34.6025,-58.4368,Villa Crespo,Villa Crespo
-34.6072,-58.3707,San Nicolás,San Nicolás
-34.624,-58.4304,Caballito,Caballito
-34.9276,-57.9724,La Plata,La Plata
-34.5926,-58.411,Recoleta,Recoleta
-34.5847,-58.4756,Parque Chas,Parque Chas
-34.6016,-58.3852,San Nicolás,San Nicolás
-34.6304,-58.4491,Parque Chacabuco,Parque Chacabuco
-34.5781,-58.4265,Palermo,Palermo
-34.6018,-58.4938,Villa del Parque,Villa del Parque
-34.6291,-58.4167,Boedo,Boedo
-34.5483,-58.4601,Núñez,Núñez
-34.6371,-58.489,Vélez Sarsfield,Vélez Sarsfield
-34.9241,-57.9124,Villa Elvira,Villa Elvira
-34.6337,-58.44,Parque Chacabuco,Parque Chacabuco
-34.5948,-58.4273,Palermo,Palermo
-34.5604,-58.4635,Belgrano,Belgrano
-34.5985,-58.4485,Villa Crespo,Villa Crespo
-34.5998,-58.4406,Villa Crespo,Villa Crespo
-34.586,-58.4996,Villa Pueyrredón,Villa Pueyrredón
-34.5988,-58.374,San Nicolás,San Nicolás
-34.5965,-58.3707,Retiro,Retiro
-34.609,-58.3847,Monserrat,Monserrat
-34.6261,-58.4087,San Cristóbal,San Cristóbal
-34.5891,-58.4226,Palermo,Palermo
-34.6101,-58.4787,Villa General Mitre,Villa General Mitre
-34.6117,-58.5232,Villa Devoto,Villa Devoto
-34.5971,-58.4511,Villa Crespo,Villa Crespo
-34.6524,-58.5281,Liniers,Liniers
-34.5886,-58.4071,Recoleta,Recoleta
-34.6016,-58.4341,Villa Crespo,Villa Crespo
-34.5903,-58.394,Recoleta,Recoleta
-34.6202,-58.4387,Caballito,Caballito
-34.6217,-58.3935,San Cristóbal,San Cristóbal
-34.5903,-58.5128,Villa Devoto,Villa Devoto
-34.6072,-58.467,Villa General Mitre,Villa General Mitre
-34.6032,-58.4328,Almagro,Almagro
-34.6114,-58.4534,Caballito,Caballito
-34.6223,-58.4276,Boedo,Boedo
-34.6082,-58.421,Almagro,Almagro
-34.6064,-58.4115,Balvanera,Balvanera
-34.6403,-58.5281,Liniers,Liniers
-34.6162,-58.5196,Villa Devoto,Villa Devoto
-34.5875,-58.4058,Recoleta,Recoleta
-34.5934,-58.4072,Recoleta,Recoleta
-34.6251,-58.4156,Boedo,Boedo
-34.6159,-58.3629,Puerto Madero,Puerto Madero
-34.5607,-58.4615,Belgrano,Belgrano
-34.5932,-58.5177,Villa Devoto,Villa Devoto
-34.6132,-58.3841,Monserrat,Monserrat
-34.583,-58.4268,Palermo,Palermo
-34.61,-58.3628,Puerto Madero,Puerto Madero
-34.5896,-58.4355,Palermo,Palermo
-34.5767,-58.4236,Palermo,Palermo
-34.6455,-58.5191,Liniers,Liniers
-34.5679,-58.4338,Palermo,Palermo
-34.6624,-58.5135,Mataderos,Mataderos
-34.5948,-58.4273,Palermo,Palermo
-34.5555,-58.4405,Belgrano,Belgrano
-34.8995,-57.969,Tolosa,Tolosa
-34.6076,-58.474,Villa General Mitre,Villa General Mitre
-34.5856,-58.5047,Villa Pueyrredón,Villa Pueyrredón
-34.6072,-58.467,Villa General Mitre,Villa General Mitre
-34.5977,-58.4147,Recoleta,Recoleta
-34.5807,-58.4902,Villa Urquiza,Villa Urquiza
-34.6348,-58.4265,Parque Chacabuco,Parque Chacabuco
-34.6101,-58.3885,Monserrat,Monserrat
-34.6314,-58.4812,Floresta,Floresta
-34.6032,-58.4328,Almagro,Almagro
-34.5974,-58.5192,Villa Devoto,Villa Devoto
-34.5978,-58.4264,Villa Crespo,Villa Crespo
-34.5957,-58.3967,Recoleta,Recoleta
-34.583,-58.4049,Palermo,Palermo
-34.6191,-58.4282,Almagro,Almagro
-34.6206,-58.4397,Caballito,Caballito
-34.5569,-58.4651,Belgrano,Belgrano
-34.6137,-58.4067,Balvanera,Balvanera
-34.5983,-58.4822,Villa del Parque,Villa del Parque
-34.6307,-58.4619,Flores,Flores
-34.9288,-57.956,La Plata,La Plata
-34.588,-58.4023,Recoleta,Recoleta
-34.6029,-58.3918,San Nicolás,San Nicolás
-34.6115,-58.4353,Caballito,Caballito
-34.6371,-58.4726,Parque Avellaneda,Parque Avellaneda
-32.9336,-60.6553,Alberto Olmedo,Alberto Olmedo
-34.6015,-58.4381,Villa Crespo,Villa Crespo
-34.6053,-58.407,Balvanera,Balvanera
-34.5924,-58.443,Villa Crespo,Villa Crespo
-34.9162,-57.9592,La Plata,La Plata
-34.5995,-58.4815,Villa del Parque,Villa del Parque
-34.5628,-58.491,Villa Urquiza,Villa Urquiza
-34.6048,-58.4091,Balvanera,Balvanera
-34.6123,-58.3628,Puerto Madero,Puerto Madero
-34.6141,-58.4112,Balvanera,Balvanera
-34.5929,-58.3845,Retiro,Retiro
-34.5997,-58.3783,San Nicolás,San Nicolás
-34.6419,-58.438,Parque Chacabuco,Parque Chacabuco
-34.9164,-57.9697,La Plata,La Plata
-34.5428,-58.4601,Núñez,Núñez
-34.6622,-58.4767,Villa Lugano,Villa Lugano
-34.5641,-58.4937,Villa Urquiza,Villa Urquiza
-34.5897,-58.4207,Palermo,Palermo
-34.6235,-58.4971,Vélez Sarsfield,Vélez Sarsfield
-34.5842,-58.4537,Chacarita,Chacarita
-34.6381,-58.4783,Parque Avellaneda,Parque Avellaneda
-34.595,-58.4273,Palermo,Palermo
-34.5585,-58.461,Belgrano,Belgrano
-34.59,-58.4475,Chacarita,Chacarita
-34.5364,-58.4677,Núñez,Núñez
-34.6195,-58.4592,Flores,Flores
-34.5713,-58.4336,Palermo,Palermo
-34.5968,-58.4084,Recoleta,Recoleta
-34.5985,-58.4335,Villa Crespo,Villa Crespo
-34.6148,-58.3685,Monserrat,Monserrat
-34.5911,-58.437,Villa Crespo,Villa Crespo
-34.59,-58.4238,Palermo,Palermo
-34.6038,-58.4343,Caballito,Caballito
-34.9348,-57.9446,La Plata,La Plata
-34.5637,-58.4582,Belgrano,Belgrano
-34.6097,-58.3635,Puerto Madero,Puerto Madero
-34.5665,-58.4385,Palermo,Palermo
-34.6087,-58.4305,Caballito,Caballito
-34.6253,-58.3693,San Telmo,San Telmo
-34.607,-58.5158,Villa Devoto,Villa Devoto
-34.6221,-58.4553,Caballito,Caballito
-34.6509,-58.4533,Flores,Flores
-34.5678,-58.4489,Palermo,Palermo
-34.5991,-58.4313,Villa Crespo,Villa Crespo
-34.6071,-58.4672,Villa General Mitre,Villa General Mitre
-34.5641,-58.4651,Belgrano,Belgrano
-34.5886,-58.4071,Recoleta,Recoleta
-34.6058,-58.4535,Caballito,Caballito
-34.5711,-58.4855,Villa Urquiza,Villa Urquiza
-34.9271,-57.9463,La Plata,La Plata
-34.588,-58.4201,Palermo,Palermo
-34.5555,-58.4695,Núñez,Núñez
-34.5793,-58.4558,Chacarita,Chacarita
-34.6082,-58.4493,Caballito,Caballito
-34.6029,-58.3899,San Nicolás,San Nicolás
-34.5904,-58.4072,Recoleta,Recoleta
-34.5872,-58.4069,Recoleta,Recoleta
-34.5858,-58.3951,Recoleta,Recoleta
-34.6319,-58.4559,Flores,Flores
-34.6202,-58.3858,Constitución,Constitución
-34.6086,-58.3907,San Nicolás,San Nicolás
-34.5914,-58.4007,Recoleta,Recoleta
-34.6037,-58.4421,Villa Crespo,Villa Crespo
